20.56    0 
21.13    0 
21.72    0 
22.33    0 
22.95    0 
23.59    0 
24.25    0 
24.93    0 
25.62    0 
26.34    0 
27.07    0 
27.83    0 
28.60    0 
29.40    0 
30.22    0 
31.06    0 
31.93    0 
32.82    0 
33.74    0 
34.68    0 
35.65    0 
36.64    0 
37.66    0 
38.72    0 
39.80    0 
40.91    0 
42.05    0 
43.22    0 
44.43    0 
45.67    0 
46.94    0 
48.25    0 
49.60    0 
50.98    0 
52.40    0 
53.87    0 
55.37    0 
56.91    0 
58.50    0 
60.13    0 
61.81    0 
63.54    0 
65.31    0 
67.13    0 
69.00    0 
70.93    0 
72.91    0 
74.94    0 
77.03    0 
79.18    0 
81.39    0 
83.67    0 
86.00    0 
88.40    0 
90.87    0 
93.40    0 
96.01    0 
98.69    0 
101.44    0 
104.27    0 
107.18    0 
110.17    0 
113.24    0 
116.40    0 
119.65    0 
122.99    0 
126.42    0 
129.95    0 
133.58    0 
137.30    0 
141.14    0 
145.07    0 
149.12    0 
153.28    0 
157.56    0 
161.96    0 
166.47    0 
171.12    0 
175.89    0 
180.80    0 
185.85    0 
191.03    0 
196.36    0 
201.84    0 
207.48    0 
213.26    0 
219.22    0 
225.33    0 
231.62    0 
238.08    0 
244.73    0 
251.55    0 
258.57    0 
265.79    0 
273.20    0 
280.83    0 
288.66    0 
296.72    0 
305.00    0 
313.51    0 
322.26    0 
331.25    0 
340.49    0 
349.99    0 
359.76    0 
369.80    0 
380.11    0 
390.72    0 
401.62    0 
412.83    0 
424.35    0 
436.19    0 
448.36    0 
460.87    0 
473.73    0 
486.95    0 
500.54    0 
514.50    0 
528.86    0 
543.62    0 
558.79    0 
574.38    0 
590.40    0 
606.88    0 
623.81    0 
641.22    0 
659.11    0 
677.50    0 
696.41    0 
715.84    0 
735.81    0 
756.34    0 
777.45    0 
799.14    0 
821.44    0 
844.36    0 
867.92    0 
892.14    0 
917.03    0 
942.62    0 
968.92    0 
995.96    0 
1023.75    0 
1052.31    0 
1081.68    0 
1111.86    0 
1142.88    0 
1174.77    0 
1207.55    0 
1241.25    0 
1275.88    0 
1311.48    0 
1348.08    0 
1385.69    0 
1424.36    0 
1464.10    0 
1504.96    0 
1546.95    0 
1590.11    0 
1634.48    0 
1680.09    0 
1726.97    0 
1775.16    0 
1824.69    0 
1875.61    0 
1927.94    0 
1981.74    0 
2037.03    0 
2093.87    0 
2152.30    0 
2212.35    0 
2274.09    0 
2337.54    0 
2402.76    0 
2469.81    0 
2538.72    0 
2609.56    0 
2682.38    0 
2757.23    0 
2834.16    0 
2913.24    0 
2994.53    0 
3078.09    0 
3163.98    0 
3252.26    0 
3343.01    0 
3436.29    0 
3532.17    0 
3630.73    0 
3732.04    0 
3836.18    0 
3943.22    0 
4053.25    0 
4166.34    0 
4282.60    0 
4402.10    0 
4524.93    0 
4651.19    0 
4780.97    0 
4914.37    0 
5051.50    0 
5192.45    0 
5337.34    0 
5486.27    0 
5639.35    0 
5796.71    0 
5958.45    0 
6124.71    0 
6295.61    0 
6471.28    0 
6651.85    0 
6837.46    0 
7028.24    0 
7224.35    0 
7425.93    0 
7633.14    0 
7846.13    0 
8065.06    0 
8290.10    0 
8521.42    0 
8759.20    0 
9003.61    0 
9254.83    0 
9513.07    0 
9778.52    0 
10051.37    0 
10331.83    0 
10620.12    0 
10916.46    0 
11221.06    0 
11534.17    0 
11856.00    0 
12186.82    0 
12526.88    0 
12876.41    0 
13235.71    0 
13605.02    0 
13984.65    0 
14374.86    0 
14775.97    0 
15188.26    0 
15612.06    0 
16047.69    0 
16495.47    0 
16955.74    0 
17428.86    0 
17915.18    0 
18415.07    0 
18928.91    0 
19457.09    0 
